RestaurantID,RestaurantName,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitPerOrder,UE_RevRatio,DD_RevRatio,SD_RevRatio,DeliveryCostRatio,Commission_UE,Commission_DD,SD_Cost_Interaction,Radius_SD,AdjustedDemand,InStore_RevRatio,Aggregator_RevRatio,ProfitMargin,RevenuePerOrder,AggregtorShare,SD_ProfitPerOrder,AggregatorProfit,TotalDeliveryOrders,DeloveryOrderRatio,CuisineType_Chicken Dishes,CuisineType_Chinese,CuisineType_Indian,CuisineType_Japanese,CuisineType_Kebabs/Mediterranean,CuisineType_Pizza,CuisineType_Thai,Segment_Full-service,Segment_Ghost Kitchen,Segment_QSR,Subregion_North Shore,Subregion_South Auckland,Subregion_West Auckland
25352,King Burgers Bistro,0.07690662440622288,-1.4999431969385446,0.3871835183631376,100,3183.0,564,314,376,17952.12,9994.62,11968.08,0.259987647132948,0.224010411184281,1.6581261724077387,0.9729476746873252,0.9748486663123974,1665.68,1642.43,3339.13,1859.02,4509.87,-1.147433428527251,-0.5433048870569469,-0.44456923673684107,0.54999717551705,43097.82,11350.45,8.382902511078287,0.4165435745937961,0.2319054652880354,0.2776957163958641,0.0386488226086609,0.10534189380537475,0.2550829595836762,1.204758444987431,1.2031893593896574,0.38958305451060676,0.0738552437223042,0.6484490398818316,0.2633648291259279,31.83,0.7,11.994335106382978,5198.15,1254,0.9261447562776958,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25255,Urban Burgers Diner,0.07690662440622288,-0.19445236433837426,0.759036105564542,302,11370.3,544,302,363,20481.6,11370.3,13666.95,0.210879622809589,0.369592107273638,-1.1311834768716929,1.1923492511093043,1.1905500069572885,1713.36,4770.16,2857.76,1586.48,4020.31,0.19178855306598483,-0.5433048870569469,-0.44456923673684107,0.54999717551705,56889.15,13234.71,8.75890800794176,0.3600264725347452,0.199867637326274,0.2402382528127068,0.0301175180152981,-0.9084908092496253,-0.8556819049893761,1.3936206979059622,1.3953582247883853,0.7600441749719338,0.199867637326274,0.5598941098610192,0.2326403189360361,37.65,0.7,11.075234159779614,4444.24,1209,0.800132362673726,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
26270,Top Burgers Diner,-1.6857100646877503,0.9943966756583453,0.45350117722708233,53,2276.35,598,332,399,25684.1,14259.4,17137.05,0.259372560633346,0.309947346220724,-0.5733215470158092,1.631152403953262,1.6293906655106873,2118.69,980.38,3613.24,2006.01,5261.9,-1.462544483019777,-0.5433048870569469,-0.44456923673684107,0.54999717551705,59356.9,11861.53,8.582872648335744,0.4327062228654124,0.2402315484804631,0.288712011577424,0.0356940810588154,-0.7057242686386251,-0.6335289320747666,1.7778576952229732,1.7796959555858418,0.32901171059249773,0.0383502170767004,0.6729377713458756,0.199834054676036,42.95,0.7,13.187719298245613,5619.25,1329,0.9616497829232996,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
25612,Classic Burgers Bistro,0.9582149689532095,1.564146970298282,-0.45599814433558833,193,8779.57,362,201,242,16467.38,9143.49,11008.58,0.253722506202757,0.430719664134085,-1.1311834768716929,-1.4404696659544434,-1.4424939443631055,285.56,2770.46,585.54,325.12,3188.28,0.11301078944285325,-0.5433048870569469,-0.44456923673684107,0.54999717551705,45399.02,6869.4,6.88316633266533,0.3627254509018036,0.2014028056112224,0.2424849699398797,0.0062900036168181,-0.9084908092496253,-0.8556819049893761,-0.9118012859961087,-0.9106681599963505,-0.40471711051537296,0.1933867735470941,0.564128256513026,0.1513116362423682,45.49,0.7,13.174710743801654,910.66,805,0.8066132264529058,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,-0.5400911039901433,1.686951388944605,-0.6118759845110723
25436,Classic Burgers Tavern,0.07690662440622288,0.9988828984507848,-1.1191747329750357,242,10398.74,214,119,143,9195.58,5113.43,6144.71,0.368939419602975,0.501108688791282,1.1002642425518518,-0.5628633602665275,-0.5648126272563075,337.48,1351.34,-1747.6,-971.8,461.04,2.2400104072674045,-0.5433048870569469,-0.44456923673684107,0.54999717551705,30852.46,-907.02,-1.2632590529247911,0.298050139275766,0.1657381615598886,0.1991643454038997,0.0109385118723109,-0.09742464680562553,0.03292998666906549,-0.14332729136208505,-0.14199269840143858,-1.1111384271034306,0.3370473537604457,0.4637883008356546,-0.0293986281807026,42.97,0.7,3.224055944055944,-2719.4,476,0.6629526462395543,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25260,Classic Burgers Cafe,0.5175607966797162,-1.385544515731312,2.0380195265120475,646,20891.64,632,351,422,20438.88,11351.34,13647.48,0.373705843370408,0.465107345278375,-1.1311834768716929,0.5341445218433674,0.5360080077589985,1620.48,3367.46,-2428.41,-1348.69,579.31,1.8461215891517466,-0.5433048870569469,-0.44456923673684107,0.54999717551705,66329.34,169.67000000000007,0.0827254997562165,0.3081423695758167,0.1711360312042906,0.2057532910775231,0.024430817493435,-0.9084908092496253,-0.8556819049893761,0.8205214476704191,0.8188516285922014,2.0812279779603196,0.3149683081423696,0.4792784007801073,0.0025579931897407,32.34,0.7,1.3727725118483411,-3777.1,1405,0.6850316918576305,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25452,Lucky Burgers Kitchen,-1.6857100646877503,-1.704066333994584,0.27823307880094267,324,10018.08,443,246,295,13697.56,7606.32,9121.4,0.23099601617083,0.373214836767875,0.5424023126959647,0.0953413689994095,0.09716734920559957,958.75,3965.05,1175.1,652.54,2651.4,0.822010662051037,-0.5433048870569469,-0.44456923673684107,0.54999717551705,40443.36,8444.09,6.45572629969419,0.3386850152905198,0.1880733944954128,0.2255351681957186,0.02370599277607,-0.30019118741662454,-0.1892229862455452,0.4362844503534074,0.43451389779474536,0.16118052090109455,0.2477064220183486,0.5267584097859327,0.2087880433277551,30.92,0.7,8.987796610169491,1827.64,984,0.7522935779816514,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
25319,King Burgers Diner,0.5175607966797162,1.5888211956567042,-0.9273272198329098,184,8390.4,277,154,184,12631.2,7022.4,8390.4,0.279372675232589,0.399700684985146,-0.5733215470158092,0.9729476746873252,0.9748486663123974,815.12,2692.7,390.64,217.18,1877.58,0.5856773711816423,-0.5433048870569469,-0.44456923673684107,0.54999717551705,36434.4,5178.099999999999,6.48072590738423,0.3466833541927409,0.1927409261576971,0.2302878598247809,0.0223722635750828,-0.7057242686386251,-0.6335289320747666,1.204758444987431,1.2031893593896574,-0.9017045291838552,0.2302878598247809,0.539424280350438,0.1421211821794787,45.6,0.7,10.204239130434782,607.8199999999999,615,0.769712140175219,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25132,Lucky Burgers Tavern,-1.6857100646877503,-0.4389515065263779,-0.6952154138091032,42,1535.52,385,214,256,14075.6,7823.84,9359.36,0.294071698107291,0.265251147735398,-0.015459617159922221,1.631152403953262,1.6293906655106873,1359.36,676.67,1980.12,1100.64,2765.1,-1.3837667193966452,-0.5433048870569469,-0.44456923673684107,0.54999717551705,32794.32,6522.530000000001,7.271493868450391,0.4292084726867335,0.2385730211817168,0.2853957636566332,0.0414510805529738,-0.5029577280276248,-0.4113759591601559,1.7778576952229732,1.7796959555858418,-0.7709629786011585,0.0468227424749163,0.6677814938684504,0.1988920642355139,36.56,0.7,10.801171875,3080.76,855,0.9531772575250836,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,2.7584664318852177,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,-0.6118759845110723
26489,Classic Burgers Cafe,0.5175607966797162,-0.45465328629991947,1.0645710339020018,468,17077.32,527,293,352,19230.23,10691.57,12844.48,0.226056149750948,0.371622992213815,-0.015459617159922221,1.1923492511093043,1.1905500069572885,1661.44,6870.56,1967.65,1093.97,3506.16,1.3734550074129577,-0.5433048870569469,-0.44456923673684107,0.54999717551705,59843.600000000006,13438.34,8.19410975609756,0.3213414634146341,0.1786585365853658,0.2146341463414633,0.0277630356462512,-0.5029577280276248,-0.4113759591601559,1.3936206979059622,1.3953582247883853,1.1020065239377508,0.2853658536585365,0.4999999999999999,0.2245576803534546,36.49,0.7,9.960681818181818,3061.62,1172,0.7146341463414634,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25040,Lucky Burgers Grill,0.07690662440622288,0.7184939739232569,0.6192953243869442,299,12474.28,519,288,346,21652.68,12015.36,14435.12,0.24809970267117,0.389124022936448,1.1002642425518518,1.631152403953262,1.6293906655106873,1837.26,4525.37,926.22,513.97,3399.46,0.2705663166891164,-0.5433048870569469,-0.44456923673684107,0.54999717551705,60577.44,9365.02,6.44973829201102,0.3574380165289256,0.1983471074380165,0.2382920110192837,0.0303291126201437,-0.09742464680562553,0.03292998666906549,1.7778576952229732,1.7796959555858418,0.6208263016775498,0.2059228650137741,0.5557851239669421,0.1545958363377521,41.72,0.7,9.825028901734104,1440.19,1153,0.7940771349862259,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25502,Top Burgers Grill,0.5175607966797162,-0.9660826846381307,-0.6904784381759643,207,7081.47,311,173,208,10639.31,5918.33,7115.68,0.247309528961778,0.350396152329631,0.5424023126959647,-1.6598712423764221,-1.6581952850079964,185.12,2848.84,981.95,546.23,2677.48,0.5856773711816423,-0.5433048870569469,-0.44456923673684107,0.54999717551705,30754.79,7054.5,7.847052280311457,0.3459399332591768,0.1924360400444938,0.2313681868743048,0.0060192249727603,-0.30019118741662454,-0.1892229862455452,-1.1006635389146397,-1.1028370253950786,-0.6634511340445441,0.2302558398220244,0.5383759733036707,0.2293789032537695,34.21,0.7,12.8725,1528.18,692,0.7697441601779755,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
25889,Top Burgers Bistro,0.07690662440622288,0.3730548189053426,0.3398137620317485,231,9281.58,496,276,331,19929.28,11089.68,13299.58,0.238772939294577,0.433020327752456,0.5424023126959647,1.4117508275312831,1.4136893248657962,1661.62,3046.28,362.85,201.91,2703.39,-0.12332250142654128,-0.5433048870569469,-0.44456923673684107,0.54999717551705,53600.12,6314.43,4.733455772113944,0.3718140929535232,0.2068965517241379,0.2481259370314842,0.0310003037306632,-0.30019118741662454,-0.1892229862455452,1.5889954423044423,1.5875270901871132,0.3423905550887819,0.1731634182908545,0.5787106446776611,0.1178062661053744,40.18,0.7,8.167341389728096,564.76,1103,0.8268365817091454,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,1.457185157058676,1.8515394766032847,-0.5927853087845186,-0.6118759845110723
25283,Urban Burgers Grill,0.9582149689532095,0.8171908753569462,-1.4673424420107455,151,6366.16,189,105,126,7968.24,4426.8,5312.16,0.27608444660902,0.441550263715908,-0.5733215470158092,-1.4404696659544434,-1.4424939443631055,148.68,1797.58,-60.84,-33.8,1351.29,1.0583439529204313,-0.5433048870569469,-0.44456923673684107,0.54999717551705,24073.36,3054.23,5.348914185639229,0.3309982486865149,0.1838879159369527,0.2206654991243432,0.0061761216548084,-0.7057242686386251,-0.6335289320747666,-0.9118012859961087,-0.9106681599963505,-1.4318412423491242,0.2644483362521891,0.5148861646234676,0.1268717785967559,42.16,0.7,10.72452380952381,-94.64,420,0.7355516637478109,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,-0.6027802679641606,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,1.686951388944605,-0.6118759845110723
25366,Classic Burgers Tavern,0.5175607966797162,1.676302540109293,-1.1594390258567164,214,9841.86,219,122,146,10071.81,5610.78,6714.54,0.392565074376762,0.450436520925723,-1.68904540672758,-1.4404696659544434,-1.4424939443631055,172.28,1545.16,-1138.13,-634.03,881.89,1.6885660619054836,-0.5433048870569469,-0.44456923673684107,0.54999717551705,32238.99,654.89,0.934222539229672,0.3124108416547789,0.1740370898716119,0.2082738944365192,0.0053438398659511,-1.1112573498606257,-1.0778348779039868,-0.9118012859961087,-0.9106681599963505,-1.1351928564203801,0.3052781740370899,0.4864479315263909,0.0203136016357832,45.99,0.7,6.040342465753424,-1772.16,487,0.6947218259629101,-0.3092041965144051,-0.3840528831425013,-0.4905843521595039,-0.2759386380695814,-0.33048708528210347,-0.38506301746655297,-0.27593863806958147,1.6589793215650792,-0.36252027156863764,-0.6862545882765491,-0.5400911039901433,-0.5927853087845186,1.6343181058152882
