CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitPerOrder,UE_RevRatio,DD_RevRatio,SD_RevRatio,DeliveryCostRatio,Commission_UE,Commission_DD,SD_Cost_Interaction,Radius_SD,AdjustedDemand,InStore_RevRatio,Aggregator_RevRatio,ProfitMargin,RevenuePerOrder,AggregtorShare,SD_ProfitPerOrder,AggregatorProfit,TotalDeliveryOrders,DeloveryOrderRatio
Burgers,25009,Lucky Burgers Eatery,Cafe,South Auckland,1.05,45.34,1036,274,12423.16,343,190,229,15551.62,8614.6,10382.86,0.267623493429273,0.392365170945413,0.31,13,3.84,879.36,4224.02,466.72,258.54,2650.93,0.36,0.45,0.25,0.3,46972.24,7600.210000000001,7.336110038610039,0.3310810810810811,0.18339768339768342,0.22104247104247107,0.018720844481761995,0.1395,0.0775,1.152,3.9,1087.8,0.2644787644787645,0.5144787644787645,0.16180216229841288,45.339999999999996,0.7,11.576113537117903,725.26,762,0.7355212355212355
Burgers,25107,King Burgers Eatery,Ghost Kitchen,CBD,0.99,42.53,953,62,2636.86,401,223,267,17054.53,9484.19,11355.51,0.260719021281693,0.292267443262972,0.29,10,2.95,787.65,1178.71,2677.79,1489.15,4288.42,0.07,0.45,0.25,0.3,40531.090000000004,9634.07,10.109202518363064,0.4207764952780692,0.2339979013641133,0.28016789087093386,0.019433230145056546,0.1305,0.0725,0.885,3.0,943.47,0.06505771248688352,0.6547743966421825,0.2376958033943819,42.53,0.7,16.061498127340823,4166.9400000000005,891,0.9349422875131165
Burgers,25352,King Burgers Bistro,Ghost Kitchen,North Shore,1.03,31.83,1354,100,3183.0,564,314,376,17952.12,9994.62,11968.08,0.259987647132948,0.224010411184281,0.33,15,4.43,1665.68,1642.43,3339.13,1859.02,4509.87,0.08,0.45,0.25,0.3,43097.82,11350.45,8.382902511078287,0.41654357459379615,0.23190546528803546,0.2776957163958641,0.03864882260866095,0.14850000000000002,0.0825,1.329,4.5,1394.6200000000001,0.07385524372230429,0.6484490398818316,0.26336482912592796,31.83,0.7,11.994335106382978,5198.15,1254,0.9261447562776958
Burgers,25255,Urban Burgers Diner,Cafe,North Shore,1.03,37.65,1511,302,11370.3,544,302,363,20481.6,11370.3,13666.95,0.210879622809589,0.369592107273638,0.28,16,4.72,1713.36,4770.16,2857.76,1586.48,4020.31,0.25,0.45,0.25,0.3,56889.149999999994,13234.71,8.75890800794176,0.36002647253474523,0.199867637326274,0.24023825281270686,0.030117518015298172,0.12600000000000003,0.07,1.416,4.8,1556.33,0.199867637326274,0.5598941098610192,0.23264031893603615,37.65,0.7,11.075234159779614,4444.24,1209,0.800132362673726
Burgers,26270,Top Burgers Diner,Ghost Kitchen,CBD,0.99,42.95,1382,53,2276.35,598,332,399,25684.1,14259.4,17137.05,0.259372560633346,0.309947346220724,0.29,18,5.31,2118.69,980.38,3613.24,2006.01,5261.9,0.04,0.45,0.25,0.3,59356.899999999994,11861.529999999999,8.582872648335744,0.43270622286541244,0.2402315484804631,0.28871201157742404,0.035694081058815406,0.1305,0.0725,1.5929999999999997,5.3999999999999995,1368.18,0.03835021707670044,0.6729377713458756,0.199834054676036,42.949999999999996,0.7,13.187719298245613,5619.25,1329,0.9616497829232996
Burgers,25612,Classic Burgers Bistro,QSR,South Auckland,1.05,45.49,998,193,8779.57,362,201,242,16467.38,9143.49,11008.58,0.253722506202757,0.430719664134085,0.28,4,1.18,285.56,2770.46,585.54,325.12,3188.28,0.24,0.45,0.25,0.3,45399.020000000004,6869.4,6.88316633266533,0.3627254509018036,0.20140280561122242,0.24248496993987972,0.00629000361681816,0.12600000000000003,0.07,0.354,1.2,1047.9,0.19338677354709416,0.564128256513026,0.1513116362423682,45.49,0.7,13.174710743801654,910.66,805,0.8066132264529058
Burgers,25436,Classic Burgers Tavern,Full-service,North Shore,1.03,42.97,718,242,10398.74,214,119,143,9195.58,5113.43,6144.71,0.368939419602975,0.501108688791282,0.32,8,2.36,337.48,1351.34,-1747.6,-971.8,461.04,0.51,0.45,0.25,0.3,30852.46,-907.02,-1.2632590529247911,0.298050139275766,0.1657381615598886,0.19916434540389974,0.010938511872310994,0.14400000000000002,0.08,0.708,2.4,739.54,0.3370473537604457,0.46378830083565464,-0.02939862818070261,42.97,0.7,3.224055944055944,-2719.3999999999996,476,0.6629526462395543
Burgers,25260,Classic Burgers Cafe,Full-service,West Auckland,1.04,32.34,2051,646,20891.64,632,351,422,20438.88,11351.34,13647.48,0.373705843370408,0.465107345278375,0.28,13,3.84,1620.48,3367.46,-2428.41,-1348.69,579.31,0.46,0.45,0.25,0.3,66329.34,169.67000000000007,0.08272549975621651,0.3081423695758167,0.1711360312042906,0.20575329107752316,0.024430817493435033,0.12600000000000003,0.07,1.152,3.9,2133.04,0.3149683081423696,0.4792784007801073,0.0025579931897407706,32.339999999999996,0.7,1.3727725118483411,-3777.1,1405,0.6850316918576305
Burgers,25452,Lucky Burgers Kitchen,Cafe,CBD,0.99,30.92,1308,324,10018.08,443,246,295,13697.56,7606.32,9121.4,0.23099601617083,0.373214836767875,0.31,11,3.25,958.75,3965.05,1175.1,652.54,2651.4,0.33,0.45,0.25,0.3,40443.36,8444.09,6.45572629969419,0.33868501529051986,0.18807339449541283,0.22553516819571864,0.02370599277607004,0.1395,0.0775,0.975,3.3,1294.92,0.2477064220183486,0.5267584097859327,0.20878804332775516,30.92,0.7,8.987796610169491,1827.6399999999999,984,0.7522935779816514
Burgers,25319,King Burgers Diner,Cafe,West Auckland,1.04,45.6,799,184,8390.4,277,154,184,12631.2,7022.4,8390.4,0.279372675232589,0.399700684985146,0.29,15,4.43,815.12,2692.7,390.64,217.18,1877.58,0.3,0.45,0.25,0.3,36434.4,5178.099999999999,6.48072590738423,0.34668335419274093,0.1927409261576971,0.23028785982478095,0.022372263575082887,0.1305,0.0725,1.329,4.5,830.96,0.23028785982478095,0.539424280350438,0.14212118217947872,45.6,0.7,10.204239130434782,607.8199999999999,615,0.769712140175219
Burgers,25132,Lucky Burgers Tavern,Ghost Kitchen,CBD,0.99,36.56,897,42,1535.52,385,214,256,14075.6,7823.84,9359.36,0.294071698107291,0.265251147735398,0.3,18,5.31,1359.36,676.67,1980.12,1100.64,2765.1,0.05,0.45,0.25,0.3,32794.32,6522.530000000001,7.271493868450391,0.42920847268673357,0.23857302118171683,0.2853957636566332,0.04145108055297381,0.135,0.075,1.5929999999999997,5.3999999999999995,888.03,0.046822742474916385,0.6677814938684504,0.19889206423551398,36.56,0.7,10.801171875,3080.76,855,0.9531772575250836
Burgers,26489,Classic Burgers Cafe,Cafe,West Auckland,1.04,36.49,1640,468,17077.32,527,293,352,19230.23,10691.57,12844.48,0.226056149750948,0.371622992213815,0.3,16,4.72,1661.44,6870.56,1967.65,1093.97,3506.16,0.4,0.45,0.25,0.3,59843.600000000006,13438.34,8.19410975609756,0.3213414634146341,0.17865853658536582,0.21463414634146338,0.027763035646251228,0.135,0.075,1.416,4.8,1705.6000000000001,0.28536585365853656,0.49999999999999994,0.22455768035345466,36.49,0.7,9.960681818181818,3061.62,1172,0.7146341463414634
Burgers,25040,Lucky Burgers Grill,QSR,North Shore,1.03,41.72,1452,299,12474.28,519,288,346,21652.68,12015.36,14435.12,0.24809970267117,0.389124022936448,0.32,18,5.31,1837.26,4525.37,926.22,513.97,3399.46,0.26,0.45,0.25,0.3,60577.44,9365.02,6.44973829201102,0.3574380165289256,0.19834710743801653,0.23829201101928374,0.030329112620143737,0.14400000000000002,0.08,1.5929999999999997,5.3999999999999995,1495.56,0.2059228650137741,0.5557851239669421,0.15459583633775215,41.72,0.7,9.825028901734104,1440.19,1153,0.7940771349862259
Burgers,25502,Top Burgers Grill,Cafe,West Auckland,1.04,34.21,899,207,7081.47,311,173,208,10639.31,5918.33,7115.68,0.247309528961778,0.350396152329631,0.31,3,0.89,185.12,2848.84,981.95,546.23,2677.48,0.3,0.45,0.25,0.3,30754.79,7054.5,7.847052280311457,0.3459399332591768,0.19243604004449388,0.2313681868743048,0.006019224972760341,0.1395,0.0775,0.267,0.8999999999999999,934.96,0.23025583982202447,0.5383759733036707,0.22937890325376956,34.21,0.7,12.8725,1528.18,692,0.7697441601779755
Burgers,25889,Top Burgers Bistro,QSR,North Shore,1.03,40.18,1334,231,9281.58,496,276,331,19929.28,11089.68,13299.58,0.238772939294577,0.433020327752456,0.31,17,5.02,1661.62,3046.28,362.85,201.91,2703.39,0.21,0.45,0.25,0.3,53600.12,6314.43,4.733455772113944,0.3718140929535232,0.20689655172413793,0.24812593703148425,0.031000303730663287,0.1395,0.0775,1.5059999999999998,5.1,1374.02,0.17316341829085458,0.5787106446776611,0.1178062661053744,40.18,0.7,8.167341389728096,564.76,1103,0.8268365817091454
Burgers,25283,Urban Burgers Grill,Cafe,South Auckland,1.05,42.16,571,151,6366.16,189,105,126,7968.24,4426.8,5312.16,0.27608444660902,0.441550263715908,0.29,4,1.18,148.68,1797.58,-60.84,-33.8,1351.29,0.36,0.45,0.25,0.3,24073.36,3054.23,5.348914185639229,0.3309982486865149,0.18388791593695272,0.22066549912434325,0.006176121654808469,0.1305,0.0725,0.354,1.2,599.5500000000001,0.2644483362521891,0.5148861646234676,0.1268717785967559,42.160000000000004,0.7,10.72452380952381,-94.64,420,0.7355516637478109
Burgers,25366,Classic Burgers Tavern,Full-service,West Auckland,1.04,45.99,701,214,9841.86,219,122,146,10071.81,5610.78,6714.54,0.392565074376762,0.450436520925723,0.27,4,1.18,172.28,1545.16,-1138.13,-634.03,881.89,0.44,0.45,0.25,0.3,32238.989999999998,654.89,0.9342225392296719,0.3124108416547789,0.17403708987161198,0.20827389443651928,0.005343839865951136,0.12150000000000001,0.0675,0.354,1.2,729.0400000000001,0.3052781740370899,0.48644793152639093,0.020313601635783256,45.989999999999995,0.7,6.040342465753424,-1772.16,487,0.6947218259629101
Burgers,25247,Lucky Burgers Kitchen,Cafe,South Auckland,1.05,34.73,1151,304,10557.92,381,212,254,13232.13,7362.76,8821.42,0.20139017611742,0.416730785742402,0.31,5,1.48,375.92,4031.85,951.11,529.23,2992.8,0.36,0.45,0.25,0.3,39974.229999999996,8504.990000000002,7.389218071242399,0.3310165073848827,0.18418766290182453,0.22067767158992183,0.009404058564730328,0.1395,0.0775,0.444,1.5,1208.55,0.264118158123371,0.5152041702867073,0.2127618218036971,34.73,0.7,11.78267716535433,1480.3400000000001,847,0.735881841876629
Burgers,25004,King Burgers Cafe,Ghost Kitchen,South Auckland,1.05,34.64,1629,106,3671.84,685,381,457,23728.4,13197.84,15830.48,0.259387835033704,0.336022477445658,0.32,18,5.31,2426.67,1485.59,2007.18,1116.4,3978.18,0.07,0.45,0.25,0.3,56428.56,8587.35,5.271546961325967,0.4205033763044813,0.23388581952117865,0.2805402087170043,0.04300428719074171,0.14400000000000002,0.08,1.5929999999999997,5.3999999999999995,1710.45,0.06507059545733579,0.65438919582566,0.1521809168974009,34.64,0.7,8.704989059080962,3123.58,1523,0.9349294045426643
Burgers,25853,Classic Burgers Tavern,Ghost Kitchen,CBD,0.99,31.34,1519,72,2256.48,651,362,434,20402.34,11345.08,13601.56,0.272829318465665,0.319570669706445,0.32,5,1.48,642.32,919.74,1787.25,993.83,4901.68,0.05,0.45,0.25,0.3,47605.46,8602.5,5.663265306122449,0.4285714285714286,0.23831468071099407,0.2857142857142857,0.013492569969915217,0.14400000000000002,0.08,0.444,1.5,1503.81,0.04739960500329164,0.6668861092824226,0.1807040620970788,31.34,0.7,11.294193548387097,2781.08,1447,0.9526003949967083
Burgers,25005,Classic Burgers Bistro,Ghost Kitchen,South Auckland,1.05,39.35,1305,85,3344.75,549,305,366,21603.15,12001.75,14402.1,0.285651653038803,0.280214194732253,0.3,9,2.66,973.56,1452.07,2897.72,1609.84,5278.88,0.07,0.45,0.25,0.3,51351.75,11238.51,8.611885057471264,0.4206896551724138,0.23371647509578544,0.28045977011494255,0.01895865282098468,0.135,0.075,0.798,2.6999999999999997,1370.25,0.06513409961685823,0.6544061302681993,0.21885349574259885,39.35,0.7,14.423169398907104,4507.5599999999995,1220,0.9348659003831418
Burgers,25077,Lucky Burgers House,Cafe,CBD,0.99,39.76,1641,378,15029.28,568,316,379,22583.68,12564.16,15069.04,0.211968362163752,0.366120141441934,0.31,14,4.13,1565.27,6341.03,2527.37,1406.07,4792.53,0.3,0.45,0.25,0.3,65246.159999999996,15067.0,9.181596587446679,0.34613040828762953,0.19256550883607557,0.23095673369896408,0.023990224099012112,0.1395,0.0775,1.2389999999999999,4.2,1624.59,0.2303473491773309,0.538695917123705,0.23092546749111367,39.76,0.7,12.645197889182057,3933.4399999999996,1263,0.7696526508226691
Burgers,25856,Top Burgers Cafe,Cafe,West Auckland,1.04,34.59,1501,328,11345.52,528,293,352,18263.52,10134.87,12175.68,0.212431895472109,0.353694221447222,0.3,8,2.36,830.72,4922.52,2445.01,1356.79,4451.99,0.28,0.45,0.25,0.3,51919.590000000004,13176.31,8.778354430379746,0.3517654896735509,0.19520319786808793,0.23451032644903397,0.016000126349225794,0.135,0.075,0.708,2.4,1561.04,0.2185209860093271,0.5469686875416389,0.2537830133096197,34.59,0.7,12.647698863636363,3801.8,1173,0.7814790139906729
Burgers,25886,Urban Burgers Bistro,Ghost Kitchen,South Auckland,1.05,35.87,1180,77,2761.99,496,276,331,17791.52,9900.12,11872.97,0.254884610173758,0.256033067405224,0.32,17,5.02,1661.62,1350.84,3008.23,1673.94,4145.24,0.07,0.45,0.25,0.3,42326.600000000006,10178.25,8.62563559322034,0.42033898305084744,0.23389830508474574,0.28050847457627115,0.03925711018602958,0.14400000000000002,0.08,1.5059999999999998,5.1,1239.0,0.06525423728813558,0.6542372881355931,0.2404693502431095,35.870000000000005,0.7,12.523383685800603,4682.17,1103,0.9347457627118644
Burgers,25133,Top Burgers Corner,Full-service,South Auckland,1.05,44.46,2051,636,28276.56,637,354,424,28321.02,15738.84,18851.04,0.386117483489215,0.498271016147919,0.27,12,3.54,1500.96,3269.1,-4372.44,-2429.9,678.44,0.45,0.45,0.25,0.3,91187.45999999999,-2854.7999999999997,-1.39190638712823,0.310580204778157,0.1725987323256948,0.20672842515845932,0.016460158008568284,0.12150000000000001,0.0675,1.062,3.5999999999999996,2153.55,0.31009263773768897,0.48317893710385185,-0.031306936282686236,44.459999999999994,0.7,1.6000943396226417,-6802.34,1415,0.6899073622623111
Burgers,25377,Lucky Burgers Bistro,Full-service,South Auckland,1.05,39.78,1449,442,17582.76,453,252,302,18020.34,10024.56,12013.56,0.380261697387323,0.519352306029759,0.28,4,1.18,356.36,1765.06,-3236.71,-1800.55,849.63,0.44,0.45,0.25,0.3,57641.219999999994,-2422.5699999999997,-1.6718909592822635,0.31262939958592134,0.1739130434782609,0.20841959972394755,0.0061823812889456545,0.12600000000000003,0.07,0.354,1.2,1521.45,0.30503795721187027,0.48654244306418226,-0.04202843034897596,39.779999999999994,0.7,2.813344370860927,-5037.26,1007,0.6949620427881298
Burgers,25245,Lucky Burgers Cafe,QSR,North Shore,1.03,43.22,1634,294,12706.68,603,335,402,26061.66,14478.7,17374.44,0.241746065188199,0.40828570977319,0.32,3,0.89,357.78,4446.93,781.02,433.9,5722.72,0.22,0.45,0.25,0.3,70621.48,11384.57,6.967301101591187,0.3690330477356181,0.2050183598531212,0.2460220318237454,0.005066164005625484,0.14400000000000002,0.08,0.267,0.8999999999999999,1683.02,0.17992656058751533,0.5740514075887393,0.1612054859229798,43.22,0.7,14.235621890547264,1214.92,1340,0.8200734394124847
Burgers,25861,Classic Burgers Diner,Cafe,West Auckland,1.04,38.26,1934,490,18747.4,650,361,433,24869.0,13811.86,16566.58,0.236518038548529,0.38063013474457,0.28,13,3.84,1662.72,7177.48,2557.82,1420.58,4679.83,0.34,0.45,0.25,0.3,73994.84,15835.71,8.18806101344364,0.3360910031023785,0.18665977249224408,0.2238883143743537,0.0224707560689367,0.12600000000000003,0.07,1.152,3.9,2011.3600000000001,0.2533609100310238,0.5227507755946226,0.21401100401054993,38.26,0.7,10.807921478060045,3978.4,1444,0.7466390899689762
Burgers,25257,King Burgers Bistro,QSR,South Auckland,1.05,44.28,1873,350,15498.0,685,381,457,30331.8,16870.68,20235.96,0.216959698665887,0.412135697645135,0.3,9,2.66,1215.62,5748.28,2150.66,1196.21,6289.99,0.23,0.45,0.25,0.3,82936.44,15385.14,8.214169781099839,0.36572343833422316,0.203416978109984,0.24399359316604377,0.014657248369956558,0.135,0.075,0.798,2.6999999999999997,1966.65,0.18686599038974905,0.5691404164442071,0.18550518927506413,44.28,0.7,13.763654266958424,3346.87,1523,0.813134009610251
Burgers,25378,King Burgers Cafe,QSR,North Shore,1.03,37.56,1595,298,11192.88,584,324,389,21935.04,12169.44,14610.84,0.232022813316435,0.378713312605396,0.32,10,2.95,1147.55,4356.98,1519.31,842.9,4539.92,0.23,0.45,0.25,0.3,59908.2,11259.109999999999,7.059003134796238,0.3661442006269593,0.20313479623824454,0.24388714733542322,0.019155140698602195,0.14400000000000002,0.08,0.885,3.0,1642.8500000000001,0.18683385579937303,0.5692789968652039,0.18793938058562934,37.559999999999995,0.7,11.670745501285348,2362.21,1297,0.8131661442006269
Burgers,26108,King Burgers House,Ghost Kitchen,North Shore,1.03,44.4,668,60,2664.0,274,152,182,12165.6,6748.8,8080.8,0.253680308535695,0.260938313254155,0.33,11,3.25,591.5,1293.06,1890.31,1048.64,3330.77,0.1,0.45,0.25,0.3,29659.2,7562.780000000001,11.321526946107785,0.4101796407185629,0.2275449101796407,0.27245508982035926,0.019943221664778552,0.14850000000000002,0.0825,0.975,3.3,688.04,0.08982035928143713,0.6377245508982037,0.25498934563305825,44.4,0.7,18.300934065934065,2938.95,608,0.9101796407185628
Burgers,25501,Classic Burgers Eatery,Cafe,South Auckland,1.05,39.67,1315,395,15669.65,414,230,276,16423.38,9124.1,10948.92,0.254867386501282,0.375745487166569,0.3,7,2.07,571.32,5788.17,1139.57,633.1,3473.07,0.43,0.45,0.25,0.3,52166.049999999996,11033.91,8.39080608365019,0.3148288973384031,0.1749049429657795,0.20988593155893537,0.010951950550214173,0.135,0.075,0.6209999999999999,2.1,1380.75,0.30038022813688214,0.4897338403041826,0.21151515209604715,39.669999999999995,0.7,12.58358695652174,1772.67,920,0.6996197718631179
Burgers,26230,Top Burgers Kitchen,Cafe,CBD,0.99,42.19,1387,374,15779.06,456,253,304,19238.64,10674.07,12825.76,0.207379126213491,0.384480268880725,0.3,15,4.43,1346.72,6440.08,2080.48,1154.3,3887.99,0.37,0.45,0.25,0.3,58517.53,13562.849999999999,9.778550829127612,0.3287671232876712,0.18240807498197548,0.21917808219178084,0.023013958381360253,0.135,0.075,1.329,4.5,1373.1299999999999,0.26964671953857244,0.5111751982696467,0.23177413674158837,42.19,0.7,12.789440789473684,3234.7799999999997,1013,0.7303532804614276
Burgers,26313,Classic Burgers Diner,Full-service,South Auckland,1.05,36.32,604,166,6029.12,197,110,131,7155.04,3995.2,4757.92,0.393435937189497,0.505011981772259,0.3,12,3.54,463.74,612.27,-1419.9,-792.84,19.44,0.38,0.45,0.25,0.3,21937.28,-1581.0300000000002,-2.6175993377483446,0.326158940397351,0.18211920529801326,0.21688741721854307,0.021139357294979143,0.135,0.075,1.062,3.5999999999999996,634.2,0.27483443708609273,0.5082781456953642,-0.07207046634769672,36.32,0.7,0.1483969465648855,-2212.7400000000002,438,0.7251655629139073
Burgers,25775,Lucky Burgers Tavern,QSR,South Auckland,1.05,36.5,1366,273,9964.5,492,273,328,17958.0,9964.5,11972.0,0.202122342158109,0.395233107497916,0.29,3,0.89,291.92,4012.15,2022.87,1122.45,4528.54,0.25,0.45,0.25,0.3,49859.0,11686.01,8.5549121522694,0.3601756954612006,0.19985358711566617,0.24011713030746706,0.005854910848593032,0.1305,0.0725,0.267,0.8999999999999999,1434.3,0.19985358711566617,0.5600292825768668,0.2343811548566959,36.5,0.7,13.806524390243903,3145.3199999999997,1093,0.8001464128843339
Burgers,26274,Urban Burgers Bistro,Cafe,West Auckland,1.04,43.42,1527,352,15283.84,529,294,352,22969.18,12765.48,15283.84,0.220944037288427,0.393518741847947,0.31,7,2.07,728.64,5892.49,1735.03,964.27,5163.85,0.3,0.45,0.25,0.3,66302.34,13755.64,9.008277668631303,0.34643091028159795,0.1925343811394892,0.23051735428945647,0.010989657378608356,0.1395,0.0775,0.6209999999999999,2.1,1588.0800000000002,0.23051735428945647,0.5389652914210872,0.2074683940265155,43.419999999999995,0.7,14.67002840909091,2699.3,1175,0.7694826457105436
